"id","pid","phrase","event","data","itype","ts","extype","effect","tsunix"
"1","id485d6e97579b2","Travis is in charge.","KP","T","insertText","2024-07-05 14:14:02.619","4","0","1720178042.619"
"2","id485d6e97579b2","Travis is in charge.","KP",,"deleteContentBackward","2024-07-05 14:14:08.379","4","0","1720178048.379"
"3","id485d6e97579b2","Travis is in charge.","KP","T","insertText","2024-07-05 14:14:10.651","4","0","1720178050.651"
"4","id485d6e97579b2","Travis is in charge.","KP","r","insertText","2024-07-05 14:14:11.642","4","0","1720178051.642"
"5","id485d6e97579b2","Travis is in charge.","KP","i","insertText","2024-07-05 14:14:11.787","4","0","1720178051.787"
"6","id485d6e97579b2","Travis is in charge.","KP","v","insertText","2024-07-05 14:14:11.914","4","0","1720178051.914"
"7","id485d6e97579b2","Travis is in charge.","KP","i","insertText","2024-07-05 14:14:12.058","4","0","1720178052.058"
"8","id485d6e97579b2","Travis is in charge.","KP","s","insertText","2024-07-05 14:14:12.379","4","0","1720178052.379"
"9","id485d6e97579b2","Pressure to finish my review!","KP","P","insertText","2024-07-05 14:14:33.419","4","0","1720178073.419"
"10","id485d6e97579b2","Pressure to finish my review!","KP","r","insertText","2024-07-05 14:14:33.866","4","0","1720178073.866"
"11","id485d6e97579b2","Pressure to finish my review!","KP","e","insertText","2024-07-05 14:14:33.962","4","0","1720178073.962"
"12","id485d6e97579b2","Pressure to finish my review!","KP","s","insertText","2024-07-05 14:14:34.635","4","0","1720178074.635"
"13","id485d6e97579b2","Pressure to finish my review!","KP","s","insertText","2024-07-05 14:14:34.763","4","0","1720178074.763"
"14","id485d6e97579b2","Pressure to finish my review!","KP","u","insertText","2024-07-05 14:14:34.907","4","0","1720178074.907"
"15","id485d6e97579b2","Pressure to finish my review!","KP","r","insertText","2024-07-05 14:14:35.035","4","0","1720178075.035"
"16","id485d6e97579b2","Pressure to finish my review!","KP","e","insertText","2024-07-05 14:14:35.099","4","0","1720178075.099"
"17","id485d6e97579b2","Pressure to finish my review!","KP"," ","insertText","2024-07-05 14:14:35.307","4","0","1720178075.307"
"18","id485d6e97579b2","Pressure to finish my review!","KP","t","insertText","2024-07-05 14:14:35.435","4","0","1720178075.435"
"19","id485d6e97579b2","Pressure to finish my review!","KP","o","insertText","2024-07-05 14:14:35.579","4","0","1720178075.579"
"20","id485d6e97579b2","Pressure to finish my review!","KP"," ","insertText","2024-07-05 14:14:35.691","4","0","1720178075.691"
"21","id485d6e97579b2","Pressure to finish my review!","KP","f","insertText","2024-07-05 14:14:36.475","4","0","1720178076.475"
"22","id485d6e97579b2","Pressure to finish my review!","KP","i","insertText","2024-07-05 14:14:36.651","4","0","1720178076.651"
"23","id485d6e97579b2","Pressure to finish my review!","KP","n","insertText","2024-07-05 14:14:36.843","4","0","1720178076.843"
"24","id485d6e97579b2","Pressure to finish my review!","KP","i","insertText","2024-07-05 14:14:37.003","4","0","1720178077.003"
"25","id485d6e97579b2","Pressure to finish my review!","KP","s","insertText","2024-07-05 14:14:37.147","4","0","1720178077.147"
"26","id485d6e97579b2","Pressure to finish my review!","KP","h","insertText","2024-07-05 14:14:37.979","4","0","1720178077.979"
"27","id485d6e97579b2","Pressure to finish my review!","KP"," ","insertText","2024-07-05 14:14:38.075","4","0","1720178078.075"
"28","id485d6e97579b2","Pressure to finish my review!","KP","y","insertText","2024-07-05 14:14:39.035","4","0","1720178079.035"
"29","id485d6e97579b2","Pressure to finish my review!","KP","o","insertText","2024-07-05 14:14:39.147","4","0","1720178079.147"
"30","id485d6e97579b2","Pressure to finish my review!","KP","u","insertText","2024-07-05 14:14:39.435","4","0","1720178079.435"
"31","id485d6e97579b2","Pressure to finish my review!","KP","r","insertText","2024-07-05 14:14:39.595","4","0","1720178079.595"
"32","id485d6e97579b2","Pressure to finish my review!","KP"," ","insertText","2024-07-05 14:14:39.787","4","0","1720178079.787"
"33","id485d6e97579b2","Pressure to finish my review!","KP","r","insertText","2024-07-05 14:14:40.619","4","0","1720178080.619"
"34","id485d6e97579b2","Pressure to finish my review!","KP","e","insertText","2024-07-05 14:14:40.763","4","0","1720178080.763"
"35","id485d6e97579b2","Pressure to finish my review!","KP","v","insertText","2024-07-05 14:14:41.163","4","0","1720178081.163"
"36","id485d6e97579b2","Pressure to finish my review!","KP","i","insertText","2024-07-05 14:14:41.675","4","0","1720178081.675"
"37","id485d6e97579b2","Pressure to finish my review!","KP","e","insertText","2024-07-05 14:14:42.059","4","0","1720178082.059"
"38","id485d6e97579b2","Pressure to finish my review!","KP","w","insertText","2024-07-05 14:14:42.139","4","0","1720178082.139"
"39","id485d6e97579b2","What do you think about Tracy and Jim?","KP","W","insertText","2024-07-05 14:15:11.291","4","0","1720178111.291"
"40","id485d6e97579b2","What do you think about Tracy and Jim?","KP","h","insertText","2024-07-05 14:15:11.915","4","0","1720178111.915"
"41","id485d6e97579b2","What do you think about Tracy and Jim?","KP","a","insertText","2024-07-05 14:15:12.027","4","0","1720178112.027"
"42","id485d6e97579b2","What do you think about Tracy and Jim?","KP","t","insertText","2024-07-05 14:15:12.171","4","0","1720178112.171"
"43","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:12.363","4","0","1720178112.363"
"44","id485d6e97579b2","What do you think about Tracy and Jim?","KP","f","insertText","2024-07-05 14:15:12.907","4","0","1720178112.907"
"45","id485d6e97579b2","What do you think about Tracy and Jim?","KP",,"deleteContentBackward","2024-07-05 14:15:13.147","4","0","1720178113.147"
"46","id485d6e97579b2","What do you think about Tracy and Jim?","KP","d","insertText","2024-07-05 14:15:13.259","4","0","1720178113.259"
"47","id485d6e97579b2","What do you think about Tracy and Jim?","KP","o","insertText","2024-07-05 14:15:13.387","4","0","1720178113.387"
"48","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:13.467","4","0","1720178113.467"
"49","id485d6e97579b2","What do you think about Tracy and Jim?","KP","y","insertText","2024-07-05 14:15:14.123","4","0","1720178114.123"
"50","id485d6e97579b2","What do you think about Tracy and Jim?","KP","o","insertText","2024-07-05 14:15:14.219","4","0","1720178114.219"
"51","id485d6e97579b2","What do you think about Tracy and Jim?","KP","u","insertText","2024-07-05 14:15:14.363","4","0","1720178114.363"
"52","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:14.475","4","0","1720178114.475"
"53","id485d6e97579b2","What do you think about Tracy and Jim?","KP","t","insertText","2024-07-05 14:15:15.051","4","0","1720178115.051"
"54","id485d6e97579b2","What do you think about Tracy and Jim?","KP","h","insertText","2024-07-05 14:15:15.147","4","0","1720178115.147"
"55","id485d6e97579b2","What do you think about Tracy and Jim?","KP","i","insertText","2024-07-05 14:15:15.451","4","0","1720178115.451"
"56","id485d6e97579b2","What do you think about Tracy and Jim?","KP","n","insertText","2024-07-05 14:15:15.483","4","0","1720178115.483"
"57","id485d6e97579b2","What do you think about Tracy and Jim?","KP","k","insertText","2024-07-05 14:15:15.707","4","0","1720178115.707"
"58","id485d6e97579b2","What do you think about Tracy and Jim?","KP","g","insertText","2024-07-05 14:15:15.819","4","0","1720178115.819"
"59","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:15.915","4","0","1720178115.915"
"60","id485d6e97579b2","What do you think about Tracy and Jim?","KP",,"deleteContentBackward","2024-07-05 14:15:16.491","4","0","1720178116.491"
"61","id485d6e97579b2","What do you think about Tracy and Jim?","KP",,"deleteContentBackward","2024-07-05 14:15:16.651","4","0","1720178116.651"
"62","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:17.403","4","0","1720178117.403"
"63","id485d6e97579b2","What do you think about Tracy and Jim?","KP","a","insertText","2024-07-05 14:15:17.851","4","0","1720178117.851"
"64","id485d6e97579b2","What do you think about Tracy and Jim?","KP","b","insertText","2024-07-05 14:15:18.011","4","0","1720178118.011"
"65","id485d6e97579b2","What do you think about Tracy and Jim?","KP","o","insertText","2024-07-05 14:15:18.187","4","0","1720178118.187"
"66","id485d6e97579b2","What do you think about Tracy and Jim?","KP","u","insertText","2024-07-05 14:15:18.363","4","0","1720178118.363"
"67","id485d6e97579b2","What do you think about Tracy and Jim?","KP","t","insertText","2024-07-05 14:15:18.491","4","0","1720178118.491"
"68","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:18.699","4","0","1720178118.699"
"69","id485d6e97579b2","What do you think about Tracy and Jim?","KP","T","insertText","2024-07-05 14:15:19.467","4","0","1720178119.467"
"70","id485d6e97579b2","What do you think about Tracy and Jim?","KP","r","insertText","2024-07-05 14:15:20.843","4","0","1720178120.843"
"71","id485d6e97579b2","What do you think about Tracy and Jim?","KP","a","insertText","2024-07-05 14:15:21.467","4","0","1720178121.467"
"72","id485d6e97579b2","What do you think about Tracy and Jim?","KP","c","insertText","2024-07-05 14:15:22.315","4","0","1720178122.315"
"73","id485d6e97579b2","What do you think about Tracy and Jim?","KP","y","insertText","2024-07-05 14:15:23.515","4","0","1720178123.515"
"74","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:23.595","4","0","1720178123.595"
"75","id485d6e97579b2","What do you think about Tracy and Jim?","KP","a","insertText","2024-07-05 14:15:23.819","4","0","1720178123.819"
"76","id485d6e97579b2","What do you think about Tracy and Jim?","KP","n","insertText","2024-07-05 14:15:23.995","4","0","1720178123.995"
"77","id485d6e97579b2","What do you think about Tracy and Jim?","KP","d","insertText","2024-07-05 14:15:24.090","4","0","1720178124.090"
"78","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:24.299","4","0","1720178124.299"
"79","id485d6e97579b2","What do you think about Tracy and Jim?","KP","J","insertText","2024-07-05 14:15:25.563","4","0","1720178125.563"
"80","id485d6e97579b2","What do you think about Tracy and Jim?","KP","i","insertText","2024-07-05 14:15:25.755","4","0","1720178125.755"
"81","id485d6e97579b2","What do you think about Tracy and Jim?","KP","m","insertText","2024-07-05 14:15:25.866","4","0","1720178125.866"
"82","id485d6e97579b2","What do you think about Tracy and Jim?","KP"," ","insertText","2024-07-05 14:15:26.059","4","0","1720178126.059"
"83","id485d6e97579b2","He doesn't want to give the trading positions.","KP","h","insertText","2024-07-05 14:15:49.483","4","0","1720178149.483"
"84","id485d6e97579b2","He doesn't want to give the trading positions.","KP",,"deleteContentBackward","2024-07-05 14:15:50.251","4","0","1720178150.251"
"85","id485d6e97579b2","He doesn't want to give the trading positions.","KP","h","insertText","2024-07-05 14:15:50.555","4","0","1720178150.555"
"86","id485d6e97579b2","He doesn't want to give the trading positions.","KP","E","insertText","2024-07-05 14:15:50.971","4","0","1720178150.971"
"87","id485d6e97579b2","He doesn't want to give the trading positions.","KP"," ","insertText","2024-07-05 14:15:51.307","4","0","1720178151.307"
"88","id485d6e97579b2","He doesn't want to give the trading positions.","KP",,"deleteContentBackward","2024-07-05 14:15:51.547","4","0","1720178151.547"
"89","id485d6e97579b2","He doesn't want to give the trading positions.","KP",,"deleteContentBackward","2024-07-05 14:15:51.707","4","0","1720178151.707"
"90","id485d6e97579b2","He doesn't want to give the trading positions.","KP","H","insertText","2024-07-05 14:15:52.011","4","0","1720178152.011"
"91","id485d6e97579b2","He doesn't want to give the trading positions.","KP","e","insertText","2024-07-05 14:15:52.539","4","0","1720178152.539"
"92","id485d6e97579b2","He doesn't want to give the trading positions.","KP",,"deleteContentBackward","2024-07-05 14:15:52.875","4","0","1720178152.875"
"93","id485d6e97579b2","He doesn't want to give the trading positions.","KP",,"deleteContentBackward","2024-07-05 14:15:53.003","4","0","1720178153.003"
"94","id485d6e97579b2","He doesn't want to give the trading positions.","KP",,"deleteContentBackward","2024-07-05 14:15:53.147","4","0","1720178153.147"
"95","id485d6e97579b2","He doesn't want to give the trading positions.","KP","H","insertText","2024-07-05 14:15:54.491","4","0","1720178154.491"
"96","id485d6e97579b2","He doesn't want to give the trading positions.","KP","e","insertText","2024-07-05 14:15:54.971","4","0","1720178154.971"
"97","id485d6e97579b2","He doesn't want to give the trading positions.","KP"," ","insertText","2024-07-05 14:15:55.195","4","0","1720178155.195"
"98","id485d6e97579b2","He doesn't want to give the trading positions.","KP","d","insertText","2024-07-05 14:15:55.739","4","0","1720178155.739"
"99","id485d6e97579b2","He doesn't want to give the trading positions.","KP","o","insertText","2024-07-05 14:15:55.915","4","0","1720178155.915"
"100","id485d6e97579b2","He doesn't want to give the trading positions.","KP","e","insertText","2024-07-05 14:15:56.411","4","0","1720178156.411"
"101","id485d6e97579b2","He doesn't want to give the trading positions.","KP","s","insertText","2024-07-05 14:15:57.195","4","0","1720178157.195"
"102","id485d6e97579b2","He doesn't want to give the trading positions.","KP","n","insertText","2024-07-05 14:15:57.307","4","0","1720178157.307"
"103","id485d6e97579b2","He doesn't want to give the trading positions.","KP","t","insertText","2024-07-05 14:15:58.059","4","0","1720178158.059"
"104","id485d6e97579b2","He doesn't want to give the trading positions.","KP"," ","insertText","2024-07-05 14:15:58.267","4","0","1720178158.267"
"105","id485d6e97579b2","He doesn't want to give the trading positions.","KP","w","insertText","2024-07-05 14:15:59.227","4","0","1720178159.227"
"106","id485d6e97579b2","He doesn't want to give the trading positions.","KP","a","insertText","2024-07-05 14:15:59.387","4","0","1720178159.387"
"107","id485d6e97579b2","He doesn't want to give the trading positions.","KP","n","insertText","2024-07-05 14:15:59.563","4","0","1720178159.563"
"108","id485d6e97579b2","He doesn't want to give the trading positions.","KP","t","insertText","2024-07-05 14:15:59.675","4","0","1720178159.675"
"109","id485d6e97579b2","He doesn't want to give the trading positions.","KP"," ","insertText","2024-07-05 14:15:59.819","4","0","1720178159.819"
"110","id485d6e97579b2","He doesn't want to give the trading positions.","KP","t","insertText","2024-07-05 14:15:59.947","4","0","1720178159.947"
"111","id485d6e97579b2","He doesn't want to give the trading positions.","KP","o","insertText","2024-07-05 14:16:00.107","4","0","1720178160.107"
"112","id485d6e97579b2","He doesn't want to give the trading positions.","KP"," ","insertText","2024-07-05 14:16:00.235","4","0","1720178160.235"
"113","id485d6e97579b2","He doesn't want to give the trading positions.","KP","g","insertText","2024-07-05 14:16:00.779","4","0","1720178160.779"
"114","id485d6e97579b2","He doesn't want to give the trading positions.","KP","i","insertText","2024-07-05 14:16:01.195","4","0","1720178161.195"
"115","id485d6e97579b2","He doesn't want to give the trading positions.","KP","v","insertText","2024-07-05 14:16:01.355","4","0","1720178161.355"
"116","id485d6e97579b2","He doesn't want to give the trading positions.","KP","e","insertText","2024-07-05 14:16:01.531","4","0","1720178161.531"
"117","id485d6e97579b2","He doesn't want to give the trading positions.","KP"," ","insertText","2024-07-05 14:16:01.739","4","0","1720178161.739"
"118","id485d6e97579b2","I have forwarded to Kelly.","KP","I","insertText","2024-07-05 14:16:22.267","4","0","1720178182.267"
"119","id485d6e97579b2","I have forwarded to Kelly.","KP"," ","insertText","2024-07-05 14:16:23.098","4","0","1720178183.098"
"120","id485d6e97579b2","I have forwarded to Kelly.","KP","h","insertText","2024-07-05 14:16:23.210","4","0","1720178183.210"
"121","id485d6e97579b2","I have forwarded to Kelly.","KP","a","insertText","2024-07-05 14:16:23.418","4","0","1720178183.418"
"122","id485d6e97579b2","I have forwarded to Kelly.","KP","v","insertText","2024-07-05 14:16:23.578","4","0","1720178183.578"
"123","id485d6e97579b2","I have forwarded to Kelly.","KP","e","insertText","2024-07-05 14:16:23.690","4","0","1720178183.690"
"124","id485d6e97579b2","I have forwarded to Kelly.","KP"," ","insertText","2024-07-05 14:16:23.914","4","0","1720178183.914"
"125","id485d6e97579b2","I have forwarded to Kelly.","KP","f","insertText","2024-07-05 14:16:24.795","4","0","1720178184.795"
"126","id485d6e97579b2","I have forwarded to Kelly.","KP","o","insertText","2024-07-05 14:16:24.938","4","0","1720178184.938"
"127","id485d6e97579b2","I have forwarded to Kelly.","KP","r","insertText","2024-07-05 14:16:25.178","4","0","1720178185.178"
"128","id485d6e97579b2","I have forwarded to Kelly.","KP","w","insertText","2024-07-05 14:16:25.835","4","0","1720178185.835"
"129","id485d6e97579b2","I have forwarded to Kelly.","KP","a","insertText","2024-07-05 14:16:27.547","4","0","1720178187.547"
"130","id485d6e97579b2","I have forwarded to Kelly.","KP","r","insertText","2024-07-05 14:16:27.818","4","0","1720178187.818"
"131","id485d6e97579b2","I have forwarded to Kelly.","KP","e","insertText","2024-07-05 14:16:28.331","4","0","1720178188.331"
"132","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:28.779","4","0","1720178188.779"
"133","id485d6e97579b2","I have forwarded to Kelly.","KP","d","insertText","2024-07-05 14:16:28.922","4","0","1720178188.922"
"134","id485d6e97579b2","I have forwarded to Kelly.","KP","e","insertText","2024-07-05 14:16:28.938","4","0","1720178188.938"
"135","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:29.402","4","0","1720178189.402"
"136","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:29.547","4","0","1720178189.547"
"137","id485d6e97579b2","I have forwarded to Kelly.","KP","e","insertText","2024-07-05 14:16:29.658","4","0","1720178189.658"
"138","id485d6e97579b2","I have forwarded to Kelly.","KP","d","insertText","2024-07-05 14:16:29.722","4","0","1720178189.722"
"139","id485d6e97579b2","I have forwarded to Kelly.","KP"," ","insertText","2024-07-05 14:16:30.058","4","0","1720178190.058"
"140","id485d6e97579b2","I have forwarded to Kelly.","KP","y","insertText","2024-07-05 14:16:30.603","4","0","1720178190.603"
"141","id485d6e97579b2","I have forwarded to Kelly.","KP","o","insertText","2024-07-05 14:16:31.227","4","0","1720178191.227"
"142","id485d6e97579b2","I have forwarded to Kelly.","KP"," ","insertText","2024-07-05 14:16:31.322","4","0","1720178191.322"
"143","id485d6e97579b2","I have forwarded to Kelly.","KP","K","insertText","2024-07-05 14:16:31.771","4","0","1720178191.771"
"144","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:32.123","4","0","1720178192.123"
"145","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:32.267","4","0","1720178192.267"
"146","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:32.395","4","0","1720178192.395"
"147","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:32.730","4","0","1720178192.730"
"148","id485d6e97579b2","I have forwarded to Kelly.","KP","T","insertText","2024-07-05 14:16:33.130","4","0","1720178193.130"
"149","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:33.674","4","0","1720178193.674"
"150","id485d6e97579b2","I have forwarded to Kelly.","KP","T","insertText","2024-07-05 14:16:34.250","4","0","1720178194.250"
"151","id485d6e97579b2","I have forwarded to Kelly.","KP",,"deleteContentBackward","2024-07-05 14:16:34.938","4","0","1720178194.938"
"152","id485d6e97579b2","I have forwarded to Kelly.","KP","t","insertText","2024-07-05 14:16:35.466","4","0","1720178195.466"
"153","id485d6e97579b2","I have forwarded to Kelly.","KP","o","insertText","2024-07-05 14:16:35.914","4","0","1720178195.914"
"154","id485d6e97579b2","I have forwarded to Kelly.","KP"," ","insertText","2024-07-05 14:16:36.074","4","0","1720178196.074"
"155","id485d6e97579b2","I have forwarded to Kelly.","KP","K","insertText","2024-07-05 14:16:36.426","4","0","1720178196.426"
"156","id485d6e97579b2","I have forwarded to Kelly.","KP","e","insertText","2024-07-05 14:16:36.954","4","0","1720178196.954"
"157","id485d6e97579b2","I have forwarded to Kelly.","KP","l","insertText","2024-07-05 14:16:37.530","4","0","1720178197.530"
"158","id485d6e97579b2","I have forwarded to Kelly.","KP","l","insertText","2024-07-05 14:16:37.658","4","0","1720178197.658"
"159","id485d6e97579b2","I have forwarded to Kelly.","KP","y","insertText","2024-07-05 14:16:37.818","4","0","1720178197.818"
"160","id485d6e97579b2","I have forwarded to Kelly.","KP"," ","insertText","2024-07-05 14:16:38.170","4","0","1720178198.170"
"161","id485d6e97579b2","But we should pay them the 4500.","KP","b","insertText","2024-07-05 14:16:55.002","4","0","1720178215.002"
"162","id485d6e97579b2","But we should pay them the 4500.","KP","u","insertText","2024-07-05 14:16:55.322","4","0","1720178215.322"
"163","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:16:55.850","4","0","1720178215.850"
"164","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:16:56.010","4","0","1720178216.010"
"165","id485d6e97579b2","But we should pay them the 4500.","KP","B","insertText","2024-07-05 14:16:56.362","4","0","1720178216.362"
"166","id485d6e97579b2","But we should pay them the 4500.","KP","u","insertText","2024-07-05 14:16:56.666","4","0","1720178216.666"
"167","id485d6e97579b2","But we should pay them the 4500.","KP","t","insertText","2024-07-05 14:16:56.906","4","0","1720178216.906"
"168","id485d6e97579b2","But we should pay them the 4500.","KP"," ","insertText","2024-07-05 14:16:57.082","4","0","1720178217.082"
"169","id485d6e97579b2","But we should pay them the 4500.","KP","w","insertText","2024-07-05 14:16:57.402","4","0","1720178217.402"
"170","id485d6e97579b2","But we should pay them the 4500.","KP","e","insertText","2024-07-05 14:16:58.426","4","0","1720178218.426"
"171","id485d6e97579b2","But we should pay them the 4500.","KP"," ","insertText","2024-07-05 14:16:58.682","4","0","1720178218.682"
"172","id485d6e97579b2","But we should pay them the 4500.","KP","s","insertText","2024-07-05 14:16:59.050","4","0","1720178219.050"
"173","id485d6e97579b2","But we should pay them the 4500.","KP","h","insertText","2024-07-05 14:16:59.354","4","0","1720178219.354"
"174","id485d6e97579b2","But we should pay them the 4500.","KP","o","insertText","2024-07-05 14:16:59.754","4","0","1720178219.754"
"175","id485d6e97579b2","But we should pay them the 4500.","KP","u","insertText","2024-07-05 14:17:00.010","4","0","1720178220.010"
"176","id485d6e97579b2","But we should pay them the 4500.","KP",";","insertText","2024-07-05 14:17:00.314","4","0","1720178220.314"
"177","id485d6e97579b2","But we should pay them the 4500.","KP","l","insertText","2024-07-05 14:17:00.315","4","0","1720178220.315"
"178","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:00.666","4","0","1720178220.666"
"179","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:00.826","4","0","1720178220.826"
"180","id485d6e97579b2","But we should pay them the 4500.","KP","l","insertText","2024-07-05 14:17:01.498","4","0","1720178221.498"
"181","id485d6e97579b2","But we should pay them the 4500.","KP","f","insertText","2024-07-05 14:17:01.594","4","0","1720178221.594"
"182","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:01.946","4","0","1720178221.946"
"183","id485d6e97579b2","But we should pay them the 4500.","KP","d","insertText","2024-07-05 14:17:02.042","4","0","1720178222.042"
"184","id485d6e97579b2","But we should pay them the 4500.","KP"," ","insertText","2024-07-05 14:17:02.234","4","0","1720178222.234"
"185","id485d6e97579b2","But we should pay them the 4500.","KP","b","insertText","2024-07-05 14:17:02.906","4","0","1720178222.906"
"186","id485d6e97579b2","But we should pay them the 4500.","KP","a","insertText","2024-07-05 14:17:03.466","4","0","1720178223.466"
"187","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:03.770","4","0","1720178223.770"
"188","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:03.914","4","0","1720178223.914"
"189","id485d6e97579b2","But we should pay them the 4500.","KP","p","insertText","2024-07-05 14:17:04.282","4","0","1720178224.282"
"190","id485d6e97579b2","But we should pay them the 4500.","KP","a","insertText","2024-07-05 14:17:04.346","4","0","1720178224.346"
"191","id485d6e97579b2","But we should pay them the 4500.","KP","y","insertText","2024-07-05 14:17:04.570","4","0","1720178224.570"
"192","id485d6e97579b2","But we should pay them the 4500.","KP"," ","insertText","2024-07-05 14:17:04.634","4","0","1720178224.634"
"193","id485d6e97579b2","But we should pay them the 4500.","KP","t","insertText","2024-07-05 14:17:04.842","4","0","1720178224.842"
"194","id485d6e97579b2","But we should pay them the 4500.","KP","h","insertText","2024-07-05 14:17:04.906","4","0","1720178224.906"
"195","id485d6e97579b2","But we should pay them the 4500.","KP","e","insertText","2024-07-05 14:17:05.482","4","0","1720178225.482"
"196","id485d6e97579b2","But we should pay them the 4500.","KP",",","insertText","2024-07-05 14:17:05.626","4","0","1720178225.626"
"197","id485d6e97579b2","But we should pay them the 4500.","KP"," ","insertText","2024-07-05 14:17:05.802","4","0","1720178225.802"
"198","id485d6e97579b2","But we should pay them the 4500.","KP","4","insertText","2024-07-05 14:17:06.538","4","0","1720178226.538"
"199","id485d6e97579b2","But we should pay them the 4500.","KP","5","insertText","2024-07-05 14:17:06.794","4","0","1720178226.794"
"200","id485d6e97579b2","But we should pay them the 4500.","KP","0","insertText","2024-07-05 14:17:06.954","4","0","1720178226.954"
"201","id485d6e97579b2","But we should pay them the 4500.","KP","0","insertText","2024-07-05 14:17:07.098","4","0","1720178227.098"
"202","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:09.834","4","0","1720178229.834"
"203","id485d6e97579b2","But we should pay them the 4500.","KP",,"deleteContentBackward","2024-07-05 14:17:10.010","4","0","1720178230.010"
"204","id485d6e97579b2","But we should pay them the 4500.","KP"," ","insertText","2024-07-05 14:17:10.458","4","0","1720178230.458"
"205","id485d6e97579b2","We need a process to deal with this.","KP","W","insertText","2024-07-05 14:17:24.266","4","0","1720178244.266"
"206","id485d6e97579b2","We need a process to deal with this.","KP","E","insertText","2024-07-05 14:17:24.474","4","0","1720178244.474"
"207","id485d6e97579b2","We need a process to deal with this.","KP",,"deleteContentBackward","2024-07-05 14:17:25.082","4","0","1720178245.082"
"208","id485d6e97579b2","We need a process to deal with this.","KP","e","insertText","2024-07-05 14:17:25.466","4","0","1720178245.466"
"209","id485d6e97579b2","We need a process to deal with this.","KP"," ","insertText","2024-07-05 14:17:25.754","4","0","1720178245.754"
"210","id485d6e97579b2","We need a process to deal with this.","KP","n","insertText","2024-07-05 14:17:26.138","4","0","1720178246.138"
"211","id485d6e97579b2","We need a process to deal with this.","KP","e","insertText","2024-07-05 14:17:26.282","4","0","1720178246.282"
"212","id485d6e97579b2","We need a process to deal with this.","KP","e","insertText","2024-07-05 14:17:27.002","4","0","1720178247.002"
"213","id485d6e97579b2","We need a process to deal with this.","KP","d","insertText","2024-07-05 14:17:27.162","4","0","1720178247.162"
"214","id485d6e97579b2","We need a process to deal with this.","KP"," ","insertText","2024-07-05 14:17:27.434","4","0","1720178247.434"
"215","id485d6e97579b2","We need a process to deal with this.","KP","t","insertText","2024-07-05 14:17:27.786","4","0","1720178247.786"
"216","id485d6e97579b2","We need a process to deal with this.","KP","o","insertText","2024-07-05 14:17:27.930","4","0","1720178247.930"
"217","id485d6e97579b2","We need a process to deal with this.","KP"," ","insertText","2024-07-05 14:17:28.058","4","0","1720178248.058"
"218","id485d6e97579b2","We need a process to deal with this.","KP","p","insertText","2024-07-05 14:17:28.474","4","0","1720178248.474"
"219","id485d6e97579b2","We need a process to deal with this.","KP","r","insertText","2024-07-05 14:17:28.634","4","0","1720178248.634"
"220","id485d6e97579b2","We need a process to deal with this.","KP","o","insertText","2024-07-05 14:17:28.794","4","0","1720178248.794"
"221","id485d6e97579b2","We need a process to deal with this.","KP","c","insertText","2024-07-05 14:17:29.098","4","0","1720178249.098"
"222","id485d6e97579b2","We need a process to deal with this.","KP","c","insertText","2024-07-05 14:17:30.506","4","0","1720178250.506"
